abt_id,buy_id,retailer,week_start_date,price,is_synthetic
27248,10246269,ABT,2026-06-23,249.76,True
27248,10246269,ABT,2026-06-30,250.02,True
27248,10246269,ABT,2026-07-07,251.51,True
27248,10246269,ABT,2026-07-14,251.1,True
27248,10246269,ABT,2026-07-21,246.57,True
27248,10246269,ABT,2026-07-28,252.25,True
27248,10246269,ABT,2026-08-04,220.02,True
27248,10246269,ABT,2026-08-11,221.34,True
27248,10246269,BUY,2026-06-16,257.49,True
27248,10246269,BUY,2026-06-23,260.1,True
27248,10246269,BUY,2026-06-30,266.07,True
27248,10246269,BUY,2026-07-07,273.11,True
27248,10246269,BUY,2026-07-14,273.12,True
27248,10246269,BUY,2026-07-21,265.33,True
27248,10246269,BUY,2026-07-28,260.79,True
27248,10246269,BUY,2026-08-04,247.23,True
27248,10246269,BUY,2026-08-11,247.83,True
25262,10315184,ABT,2026-06-02,132.14,True
25262,10315184,ABT,2026-06-09,130.12,True
25262,10315184,ABT,2026-06-16,130.12,True
25262,10315184,ABT,2026-06-23,133.04,True
25262,10315184,ABT,2026-06-30,137.41,True
25262,10315184,ABT,2026-07-07,135.84,True
25262,10315184,ABT,2026-07-14,122.33,True
25262,10315184,ABT,2026-07-21,122.72,True
25262,10315184,ABT,2026-07-28,123.99,True
25262,10315184,ABT,2026-08-04,124.35,True
25262,10315184,ABT,2026-08-11,142.47,True
25262,10315184,BUY,2026-06-02,128.86,True
25262,10315184,BUY,2026-06-09,129.06,True
25262,10315184,BUY,2026-06-16,130.01,True
25262,10315184,BUY,2026-06-23,140.39,True
25262,10315184,BUY,2026-06-30,139.91,True
25262,10315184,BUY,2026-07-07,140.72,True
25262,10315184,BUY,2026-07-14,142.76,True
25262,10315184,BUY,2026-07-21,141.85,True
25262,10315184,BUY,2026-07-28,139.28,True
25262,10315184,BUY,2026-08-04,142.78,True
25262,10315184,BUY,2026-08-11,124.78,True
36260,10316920,ABT,2026-06-02,44.38,True
36260,10316920,ABT,2026-06-09,44.51,True
36260,10316920,ABT,2026-06-16,44.71,True
36260,10316920,ABT,2026-06-23,44.64,True
36260,10316920,ABT,2026-06-30,43.21,True
36260,10316920,ABT,2026-07-07,43.24,True
36260,10316920,ABT,2026-07-14,42.27,True
36260,10316920,ABT,2026-07-21,40.84,True
36260,10316920,ABT,2026-07-28,36.15,True
36260,10316920,ABT,2026-08-04,31.44,True
36260,10316920,ABT,2026-08-11,31.81,True
36260,10316920,BUY,2026-06-02,49.32,True
36260,10316920,BUY,2026-06-09,46.04,True
36260,10316920,BUY,2026-06-16,45.56,True
36260,10316920,BUY,2026-06-23,49.65,True
36260,10316920,BUY,2026-06-30,47.01,True
36260,10316920,BUY,2026-07-07,46.98,True
36260,10316920,BUY,2026-07-14,46.98,True
36260,10316920,BUY,2026-07-21,46.56,True
36260,10316920,BUY,2026-07-28,46.37,True
36260,10316920,BUY,2026-08-04,45.61,True
36260,10316920,BUY,2026-08-11,45.28,True
35810,10326220,ABT,2026-06-16,10.05,True
35810,10326220,ABT,2026-06-23,10.23,True
35810,10326220,ABT,2026-06-30,9.96,True
35810,10326220,ABT,2026-07-07,10.3,True
35810,10326220,ABT,2026-07-14,10.63,True
35810,10326220,ABT,2026-07-21,10.7,True
35810,10326220,ABT,2026-07-28,10.81,True
35810,10326220,ABT,2026-08-04,10.85,True
35810,10326220,ABT,2026-08-11,10.74,True
35810,10326220,BUY,2026-06-16,9.87,True
35810,10326220,BUY,2026-06-23,9.77,True
35810,10326220,BUY,2026-06-30,9.73,True
35810,10326220,BUY,2026-07-07,9.81,True
35810,10326220,BUY,2026-07-14,9.78,True
35810,10326220,BUY,2026-07-21,9.79,True
35810,10326220,BUY,2026-07-28,9.79,True
35810,10326220,BUY,2026-08-04,9.83,True
35810,10326220,BUY,2026-08-11,9.78,True
32034,10333368,ABT,2026-06-16,37.8,True
32034,10333368,ABT,2026-06-23,36.93,True
32034,10333368,ABT,2026-06-30,36.43,True
32034,10333368,ABT,2026-07-07,35.61,True
32034,10333368,ABT,2026-07-14,35.86,True
32034,10333368,ABT,2026-07-21,35.7,True
32034,10333368,ABT,2026-07-28,35.21,True
32034,10333368,ABT,2026-08-04,34.9,True
32034,10333368,ABT,2026-08-11,34.93,True
32034,10333368,BUY,2026-06-16,37.98,True
32034,10333368,BUY,2026-06-23,38.17,True
32034,10333368,BUY,2026-06-30,37.44,True
32034,10333368,BUY,2026-07-07,37.46,True
32034,10333368,BUY,2026-07-14,33.03,True
32034,10333368,BUY,2026-07-21,28.79,True
32034,10333368,BUY,2026-07-28,28.29,True
32034,10333368,BUY,2026-08-04,24.47,True
32034,10333368,BUY,2026-08-11,24.54,True
38473,10333846,ABT,2026-06-16,77.75,True
38473,10333846,ABT,2026-06-23,78.1,True
38473,10333846,ABT,2026-06-30,77.27,True
38473,10333846,ABT,2026-07-07,78.86,True
38473,10333846,ABT,2026-07-14,77.88,True
38473,10333846,ABT,2026-07-21,78.01,True
38473,10333846,ABT,2026-07-28,75.21,True
38473,10333846,ABT,2026-08-04,77.27,True
38473,10333846,ABT,2026-08-11,78.05,True
38473,10333846,BUY,2026-06-16,83.79,True
38473,10333846,BUY,2026-06-23,84.18,True
38473,10333846,BUY,2026-06-30,80.7,True
38473,10333846,BUY,2026-07-07,80.22,True
38473,10333846,BUY,2026-07-14,80.62,True
38473,10333846,BUY,2026-07-21,82.54,True
38473,10333846,BUY,2026-07-28,83.02,True
38473,10333846,BUY,2026-08-04,82.52,True
38473,10333846,BUY,2026-08-11,83.35,True
23686,10333848,ABT,2026-06-02,65.82,True
23686,10333848,ABT,2026-06-09,64.15,True
23686,10333848,ABT,2026-06-16,63.58,True
23686,10333848,ABT,2026-06-23,64.77,True
23686,10333848,ABT,2026-06-30,64.67,True
23686,10333848,ABT,2026-07-07,64.24,True
23686,10333848,ABT,2026-07-14,64.52,True
23686,10333848,ABT,2026-07-21,65.04,True
23686,10333848,ABT,2026-07-28,56.69,True
23686,10333848,ABT,2026-08-04,56.04,True
23686,10333848,ABT,2026-08-11,55.73,True
23686,10333848,BUY,2026-06-02,64.82,True
23686,10333848,BUY,2026-06-09,64.38,True
23686,10333848,BUY,2026-06-16,59.33,True
23686,10333848,BUY,2026-06-23,47.44,True
23686,10333848,BUY,2026-06-30,42.02,True
23686,10333848,BUY,2026-07-07,41.33,True
23686,10333848,BUY,2026-07-14,41.27,True
23686,10333848,BUY,2026-07-21,41.24,True
23686,10333848,BUY,2026-07-28,40.9,True
23686,10333848,BUY,2026-08-04,40.61,True
23686,10333848,BUY,2026-08-11,36.73,True
38474,10343605,ABT,2026-06-16,63.34,True
38474,10343605,ABT,2026-06-23,67.57,True
38474,10343605,ABT,2026-06-30,67.2,True
38474,10343605,ABT,2026-07-07,67.4,True
38474,10343605,ABT,2026-07-14,68.31,True
38474,10343605,ABT,2026-07-21,67.45,True
38474,10343605,ABT,2026-07-28,68.35,True
38474,10343605,ABT,2026-08-04,65.26,True
38474,10343605,ABT,2026-08-11,64.53,True
38474,10343605,BUY,2026-06-16,65.78,True
38474,10343605,BUY,2026-06-23,65.28,True
38474,10343605,BUY,2026-06-30,64.99,True
38474,10343605,BUY,2026-07-07,65.56,True
38474,10343605,BUY,2026-07-14,67.68,True
38474,10343605,BUY,2026-07-21,68.16,True
38474,10343605,BUY,2026-07-28,65.72,True
38474,10343605,BUY,2026-08-04,66.27,True
38474,10343605,BUY,2026-08-11,71.23,True
33377,10346525,ABT,2026-06-02,88.73,True
33377,10346525,ABT,2026-06-09,81.94,True
33377,10346525,ABT,2026-06-16,82.86,True
33377,10346525,ABT,2026-06-23,83.1,True
33377,10346525,ABT,2026-06-30,85.11,True
33377,10346525,ABT,2026-07-07,83.44,True
33377,10346525,ABT,2026-07-14,82.51,True
33377,10346525,ABT,2026-07-21,92.57,True
33377,10346525,ABT,2026-07-28,93.83,True
33377,10346525,ABT,2026-08-04,94.13,True
33377,10346525,ABT,2026-08-11,93.69,True
33377,10346525,BUY,2026-06-02,88.65,True
33377,10346525,BUY,2026-06-09,84.5,True
33377,10346525,BUY,2026-06-16,87.93,True
33377,10346525,BUY,2026-06-23,87.38,True
33377,10346525,BUY,2026-06-30,86.19,True
33377,10346525,BUY,2026-07-07,87.46,True
33377,10346525,BUY,2026-07-14,78.79,True
33377,10346525,BUY,2026-07-21,77.44,True
33377,10346525,BUY,2026-07-28,79.94,True
33377,10346525,BUY,2026-08-04,78.53,True
33377,10346525,BUY,2026-08-11,78.98,True
27479,10351869,ABT,2026-06-02,56.51,True
27479,10351869,ABT,2026-06-09,57.78,True
27479,10351869,ABT,2026-06-16,56.95,True
27479,10351869,ABT,2026-06-23,57.6,True
27479,10351869,ABT,2026-06-30,58.93,True
27479,10351869,ABT,2026-07-07,58.3,True
27479,10351869,ABT,2026-07-14,59.09,True
27479,10351869,ABT,2026-07-21,59.43,True
27479,10351869,ABT,2026-07-28,59.12,True
27479,10351869,ABT,2026-08-04,59.68,True
27479,10351869,ABT,2026-08-11,60.46,True
27479,10351869,BUY,2026-06-02,49.44,True
27479,10351869,BUY,2026-06-09,50.48,True
27479,10351869,BUY,2026-06-16,52.42,True
27479,10351869,BUY,2026-06-23,50.57,True
27479,10351869,BUY,2026-06-30,52.01,True
27479,10351869,BUY,2026-07-07,52.2,True
27479,10351869,BUY,2026-07-14,59.52,True
27479,10351869,BUY,2026-07-21,59.19,True
27479,10351869,BUY,2026-07-28,58.74,True
27479,10351869,BUY,2026-08-04,59.65,True
27479,10351869,BUY,2026-08-11,59.98,True
37606,10353206,ABT,2026-06-23,55.5,True
37606,10353206,ABT,2026-06-30,55.27,True
37606,10353206,ABT,2026-07-07,55.48,True
37606,10353206,ABT,2026-07-14,56.26,True
37606,10353206,ABT,2026-07-21,55.47,True
37606,10353206,ABT,2026-07-28,54.7,True
37606,10353206,ABT,2026-08-04,55.62,True
37606,10353206,ABT,2026-08-11,57.4,True
37606,10353206,BUY,2026-06-23,47.46,True
37606,10353206,BUY,2026-06-30,40.77,True
37606,10353206,BUY,2026-07-07,41.05,True
37606,10353206,BUY,2026-07-14,41.49,True
37606,10353206,BUY,2026-07-21,40.52,True
37606,10353206,BUY,2026-07-28,39.83,True
37606,10353206,BUY,2026-08-04,39.38,True
37606,10353206,BUY,2026-08-11,39.24,True
27975,10360978,ABT,2026-06-16,16.34,True
27975,10360978,ABT,2026-06-23,16.44,True
27975,10360978,ABT,2026-06-30,16.41,True
27975,10360978,ABT,2026-07-07,15.07,True
27975,10360978,ABT,2026-07-14,13.58,True
27975,10360978,ABT,2026-07-21,13.31,True
27975,10360978,ABT,2026-07-28,12.98,True
27975,10360978,ABT,2026-08-04,13.23,True
27975,10360978,ABT,2026-08-11,13.08,True
27975,10360978,BUY,2026-06-16,14.88,True
27975,10360978,BUY,2026-06-23,14.91,True
27975,10360978,BUY,2026-06-30,15.04,True
27975,10360978,BUY,2026-07-07,15.03,True
27975,10360978,BUY,2026-07-14,15.18,True
27975,10360978,BUY,2026-07-21,14.81,True
27975,10360978,BUY,2026-07-28,15.23,True
27975,10360978,BUY,2026-08-04,15.11,True
27975,10360978,BUY,2026-08-11,15.07,True
36207,10363070,ABT,2026-06-23,129.03,True
36207,10363070,ABT,2026-06-30,128.87,True
36207,10363070,ABT,2026-07-07,127.69,True
36207,10363070,ABT,2026-07-14,125.8,True
36207,10363070,ABT,2026-07-21,129.52,True
36207,10363070,ABT,2026-07-28,127.07,True
36207,10363070,ABT,2026-08-04,129.69,True
36207,10363070,ABT,2026-08-11,131.86,True
36207,10363070,BUY,2026-06-23,130.03,True
36207,10363070,BUY,2026-06-30,129.44,True
36207,10363070,BUY,2026-07-07,129.55,True
36207,10363070,BUY,2026-07-14,114.32,True
36207,10363070,BUY,2026-07-21,100.97,True
36207,10363070,BUY,2026-07-28,91.11,True
36207,10363070,BUY,2026-08-04,87.78,True
36207,10363070,BUY,2026-08-11,86.9,True
17372,10363243,ABT,2026-05-26,28.6,True
17372,10363243,ABT,2026-06-02,28.49,True
17372,10363243,ABT,2026-06-09,28.06,True
17372,10363243,ABT,2026-06-16,29.82,True
17372,10363243,ABT,2026-06-23,30.03,True
17372,10363243,ABT,2026-06-30,29.85,True
17372,10363243,ABT,2026-07-07,28.74,True
17372,10363243,ABT,2026-07-14,28.28,True
17372,10363243,ABT,2026-07-21,27.77,True
17372,10363243,ABT,2026-07-28,27.87,True
17372,10363243,ABT,2026-08-04,27.52,True
17372,10363243,ABT,2026-08-11,27.04,True
17372,10363243,BUY,2026-05-26,28.76,True
17372,10363243,BUY,2026-06-02,31.88,True
17372,10363243,BUY,2026-06-09,31.32,True
17372,10363243,BUY,2026-06-16,30.12,True
17372,10363243,BUY,2026-06-23,29.7,True
17372,10363243,BUY,2026-06-30,29.78,True
17372,10363243,BUY,2026-07-07,29.27,True
17372,10363243,BUY,2026-07-14,28.82,True
17372,10363243,BUY,2026-07-21,29.55,True
17372,10363243,BUY,2026-07-28,28.08,True
17372,10363243,BUY,2026-08-04,28.06,True
17372,10363243,BUY,2026-08-11,28.34,True
39179,10365096,ABT,2026-06-09,104.98,True
39179,10365096,ABT,2026-06-16,103.42,True
39179,10365096,ABT,2026-06-23,100.82,True
39179,10365096,ABT,2026-06-30,96.75,True
39179,10365096,ABT,2026-07-07,96.57,True
39179,10365096,ABT,2026-07-14,96.65,True
39179,10365096,ABT,2026-07-21,97.33,True
39179,10365096,ABT,2026-07-28,98.27,True
39179,10365096,ABT,2026-08-04,102.76,True
39179,10365096,ABT,2026-08-11,101.32,True
39179,10365096,BUY,2026-06-09,98.97,True
39179,10365096,BUY,2026-06-16,95.47,True
39179,10365096,BUY,2026-06-23,94.95,True
39179,10365096,BUY,2026-06-30,94.07,True
39179,10365096,BUY,2026-07-07,91.45,True
39179,10365096,BUY,2026-07-14,90.83,True
39179,10365096,BUY,2026-07-21,90.11,True
39179,10365096,BUY,2026-07-28,90.58,True
39179,10365096,BUY,2026-08-04,91.53,True
39179,10365096,BUY,2026-08-11,91.27,True
21047,10373002,ABT,2026-06-16,23.96,True
21047,10373002,ABT,2026-06-23,22.38,True
21047,10373002,ABT,2026-06-30,22.5,True
21047,10373002,ABT,2026-07-07,22.58,True
21047,10373002,ABT,2026-07-14,22.41,True
21047,10373002,ABT,2026-07-21,19.97,True
21047,10373002,ABT,2026-07-28,19.76,True
21047,10373002,ABT,2026-08-04,19.83,True
21047,10373002,ABT,2026-08-11,20.17,True
21047,10373002,BUY,2026-06-16,24.19,True
21047,10373002,BUY,2026-06-23,22.09,True
21047,10373002,BUY,2026-06-30,20.17,True
21047,10373002,BUY,2026-07-07,18.27,True
21047,10373002,BUY,2026-07-14,16.69,True
21047,10373002,BUY,2026-07-21,17.13,True
21047,10373002,BUY,2026-07-28,17.31,True
21047,10373002,BUY,2026-08-04,16.82,True
21047,10373002,BUY,2026-08-11,16.9,True
36258,10376165,ABT,2026-05-26,80.55,True
36258,10376165,ABT,2026-06-02,81.38,True
36258,10376165,ABT,2026-06-09,81.12,True
36258,10376165,ABT,2026-06-16,80.34,True
36258,10376165,ABT,2026-06-23,82.68,True
36258,10376165,ABT,2026-06-30,81.77,True
36258,10376165,ABT,2026-07-07,81.85,True
36258,10376165,ABT,2026-07-14,81.87,True
36258,10376165,ABT,2026-07-21,70.49,True
36258,10376165,ABT,2026-07-28,71.6,True
36258,10376165,ABT,2026-08-04,70.11,True
36258,10376165,ABT,2026-08-11,68.84,True
36258,10376165,BUY,2026-05-26,77.95,True
36258,10376165,BUY,2026-06-02,78.11,True
36258,10376165,BUY,2026-06-09,70.17,True
36258,10376165,BUY,2026-06-16,69.69,True
36258,10376165,BUY,2026-06-23,68.45,True
36258,10376165,BUY,2026-06-30,68.3,True
36258,10376165,BUY,2026-07-07,63.56,True
36258,10376165,BUY,2026-07-14,62.72,True
36258,10376165,BUY,2026-07-21,62.04,True
36258,10376165,BUY,2026-07-28,61.7,True
36258,10376165,BUY,2026-08-04,60.55,True
36258,10376165,BUY,2026-08-11,60.09,True
20448,10377226,ABT,2026-06-23,13.43,True
20448,10377226,ABT,2026-06-30,13.25,True
20448,10377226,ABT,2026-07-07,13.14,True
20448,10377226,ABT,2026-07-14,13.29,True
20448,10377226,ABT,2026-07-21,13.49,True
20448,10377226,ABT,2026-07-28,13.16,True
20448,10377226,ABT,2026-08-04,13.17,True
20448,10377226,ABT,2026-08-11,13.21,True
20448,10377226,BUY,2026-06-23,13.24,True
20448,10377226,BUY,2026-06-30,13.29,True
20448,10377226,BUY,2026-07-07,13.4,True
20448,10377226,BUY,2026-07-14,11.24,True
20448,10377226,BUY,2026-07-21,11.08,True
20448,10377226,BUY,2026-07-28,10.89,True
20448,10377226,BUY,2026-08-04,11.01,True
20448,10377226,BUY,2026-08-11,11.98,True
13202,10379358,ABT,2026-05-26,641.54,True
13202,10379358,ABT,2026-06-02,603.85,True
13202,10379358,ABT,2026-06-09,608.25,True
13202,10379358,ABT,2026-06-16,623.16,True
13202,10379358,ABT,2026-06-23,622.58,True
13202,10379358,ABT,2026-06-30,624.18,True
13202,10379358,ABT,2026-07-07,563.59,True
13202,10379358,ABT,2026-07-14,508.82,True
13202,10379358,ABT,2026-07-21,445.14,True
13202,10379358,ABT,2026-07-28,398.05,True
13202,10379358,ABT,2026-08-04,389.54,True
13202,10379358,ABT,2026-08-11,387.25,True
13202,10379358,BUY,2026-05-26,635.35,True
13202,10379358,BUY,2026-06-02,633.32,True
13202,10379358,BUY,2026-06-09,622.22,True
13202,10379358,BUY,2026-06-16,627.77,True
13202,10379358,BUY,2026-06-23,626.71,True
13202,10379358,BUY,2026-06-30,612.0,True
13202,10379358,BUY,2026-07-07,516.52,True
13202,10379358,BUY,2026-07-14,520.28,True
13202,10379358,BUY,2026-07-21,522.35,True
13202,10379358,BUY,2026-07-28,515.26,True
13202,10379358,BUY,2026-08-04,515.59,True
13202,10379358,BUY,2026-08-11,515.23,True
39176,10380060,ABT,2026-06-23,49.59,True
39176,10380060,ABT,2026-06-30,50.42,True
39176,10380060,ABT,2026-07-07,49.56,True
39176,10380060,ABT,2026-07-14,49.52,True
39176,10380060,ABT,2026-07-21,49.46,True
39176,10380060,ABT,2026-07-28,49.57,True
39176,10380060,ABT,2026-08-04,50.53,True
39176,10380060,ABT,2026-08-11,49.63,True
39176,10380060,BUY,2026-06-23,47.41,True
39176,10380060,BUY,2026-06-30,48.2,True
39176,10380060,BUY,2026-07-07,47.56,True
39176,10380060,BUY,2026-07-14,46.95,True
39176,10380060,BUY,2026-07-21,43.24,True
39176,10380060,BUY,2026-07-28,36.41,True
39176,10380060,BUY,2026-08-04,30.92,True
39176,10380060,BUY,2026-08-11,26.38,True
32579,10388980,ABT,2026-06-09,184.68,True
32579,10388980,ABT,2026-06-16,181.31,True
32579,10388980,ABT,2026-06-23,179.95,True
32579,10388980,ABT,2026-06-30,173.96,True
32579,10388980,ABT,2026-07-07,173.59,True
32579,10388980,ABT,2026-07-14,147.79,True
32579,10388980,ABT,2026-07-21,125.92,True
32579,10388980,ABT,2026-07-28,106.25,True
32579,10388980,ABT,2026-08-04,106.22,True
32579,10388980,ABT,2026-08-11,101.89,True
32579,10388980,BUY,2026-06-09,185.35,True
32579,10388980,BUY,2026-06-16,181.26,True
32579,10388980,BUY,2026-06-23,184.57,True
32579,10388980,BUY,2026-06-30,184.43,True
32579,10388980,BUY,2026-07-07,181.1,True
32579,10388980,BUY,2026-07-14,182.91,True
32579,10388980,BUY,2026-07-21,183.92,True
32579,10388980,BUY,2026-07-28,185.3,True
32579,10388980,BUY,2026-08-04,187.03,True
32579,10388980,BUY,2026-08-11,190.39,True
22558,10412590,ABT,2026-06-02,131.36,True
22558,10412590,ABT,2026-06-09,132.6,True
22558,10412590,ABT,2026-06-16,131.27,True
22558,10412590,ABT,2026-06-23,128.13,True
22558,10412590,ABT,2026-06-30,126.49,True
22558,10412590,ABT,2026-07-07,123.44,True
22558,10412590,ABT,2026-07-14,125.69,True
22558,10412590,ABT,2026-07-21,115.35,True
22558,10412590,ABT,2026-07-28,117.65,True
22558,10412590,ABT,2026-08-04,113.47,True
22558,10412590,ABT,2026-08-11,114.9,True
22558,10412590,BUY,2026-06-02,127.94,True
22558,10412590,BUY,2026-06-09,126.92,True
22558,10412590,BUY,2026-06-16,125.1,True
22558,10412590,BUY,2026-06-23,123.73,True
22558,10412590,BUY,2026-06-30,121.47,True
22558,10412590,BUY,2026-07-07,120.66,True
22558,10412590,BUY,2026-07-14,119.34,True
22558,10412590,BUY,2026-07-21,119.27,True
22558,10412590,BUY,2026-07-28,118.87,True
22558,10412590,BUY,2026-08-04,119.62,True
22558,10412590,BUY,2026-08-11,118.99,True
21175,10412788,ABT,2026-06-09,607.4,True
21175,10412788,ABT,2026-06-16,549.3,True
21175,10412788,ABT,2026-06-23,543.48,True
21175,10412788,ABT,2026-06-30,547.96,True
21175,10412788,ABT,2026-07-07,535.66,True
21175,10412788,ABT,2026-07-14,598.94,True
21175,10412788,ABT,2026-07-21,603.85,True
21175,10412788,ABT,2026-07-28,567.03,True
21175,10412788,ABT,2026-08-04,558.42,True
21175,10412788,ABT,2026-08-11,568.59,True
21175,10412788,BUY,2026-06-09,602.61,True
21175,10412788,BUY,2026-06-16,615.02,True
21175,10412788,BUY,2026-06-23,553.54,True
21175,10412788,BUY,2026-06-30,554.7,True
21175,10412788,BUY,2026-07-07,444.34,True
21175,10412788,BUY,2026-07-14,375.95,True
21175,10412788,BUY,2026-07-21,319.11,True
21175,10412788,BUY,2026-07-28,320.57,True
21175,10412788,BUY,2026-08-04,322.62,True
21175,10412788,BUY,2026-08-11,318.61,True
26461,200924629,ABT,2026-06-09,149.75,True
26461,200924629,ABT,2026-06-16,150.94,True
26461,200924629,ABT,2026-06-23,150.64,True
26461,200924629,ABT,2026-06-30,160.36,True
26461,200924629,ABT,2026-07-07,139.95,True
26461,200924629,ABT,2026-07-14,121.43,True
26461,200924629,ABT,2026-07-21,104.23,True
26461,200924629,ABT,2026-07-28,89.51,True
26461,200924629,ABT,2026-08-04,82.18,True
26461,200924629,ABT,2026-08-11,83.38,True
26461,200924629,BUY,2026-06-09,149.33,True
26461,200924629,BUY,2026-06-16,128.34,True
26461,200924629,BUY,2026-06-23,128.34,True
26461,200924629,BUY,2026-06-30,125.99,True
26461,200924629,BUY,2026-07-07,124.73,True
26461,200924629,BUY,2026-07-14,123.69,True
26461,200924629,BUY,2026-07-21,126.03,True
26461,200924629,BUY,2026-07-28,129.2,True
26461,200924629,BUY,2026-08-04,128.52,True
26461,200924629,BUY,2026-08-11,125.58,True
23296,201647442,ABT,2026-06-16,20.44,True
23296,201647442,ABT,2026-06-23,20.79,True
23296,201647442,ABT,2026-06-30,20.79,True
23296,201647442,ABT,2026-07-07,20.77,True
23296,201647442,ABT,2026-07-14,20.8,True
23296,201647442,ABT,2026-07-21,22.13,True
23296,201647442,ABT,2026-07-28,22.58,True
23296,201647442,ABT,2026-08-04,22.96,True
23296,201647442,ABT,2026-08-11,23.23,True
23296,201647442,BUY,2026-06-16,20.33,True
23296,201647442,BUY,2026-06-23,20.2,True
23296,201647442,BUY,2026-06-30,20.78,True
23296,201647442,BUY,2026-07-07,20.53,True
23296,201647442,BUY,2026-07-14,19.97,True
23296,201647442,BUY,2026-07-21,19.36,True
23296,201647442,BUY,2026-07-28,19.4,True
23296,201647442,BUY,2026-08-04,19.46,True
23296,201647442,BUY,2026-08-11,20.04,True
20454,201692648,ABT,2026-06-02,10.37,True
20454,201692648,ABT,2026-06-09,10.58,True
20454,201692648,ABT,2026-06-16,10.54,True
20454,201692648,ABT,2026-06-23,10.58,True
20454,201692648,ABT,2026-06-30,10.38,True
20454,201692648,ABT,2026-07-07,10.22,True
20454,201692648,ABT,2026-07-14,11.03,True
20454,201692648,ABT,2026-07-21,10.93,True
20454,201692648,ABT,2026-07-28,10.76,True
20454,201692648,ABT,2026-08-04,9.52,True
20454,201692648,ABT,2026-08-11,9.62,True
20454,201692648,BUY,2026-06-02,10.09,True
20454,201692648,BUY,2026-06-09,10.15,True
20454,201692648,BUY,2026-06-16,10.36,True
20454,201692648,BUY,2026-06-23,10.14,True
20454,201692648,BUY,2026-06-30,8.67,True
20454,201692648,BUY,2026-07-07,8.93,True
20454,201692648,BUY,2026-07-14,8.91,True
20454,201692648,BUY,2026-07-21,8.92,True
20454,201692648,BUY,2026-07-28,9.02,True
20454,201692648,BUY,2026-08-04,9.01,True
20454,201692648,BUY,2026-08-11,7.54,True
20450,201692660,ABT,2026-06-02,19.15,True
20450,201692660,ABT,2026-06-09,19.09,True
20450,201692660,ABT,2026-06-16,18.88,True
20450,201692660,ABT,2026-06-23,18.66,True
20450,201692660,ABT,2026-06-30,18.62,True
20450,201692660,ABT,2026-07-07,16.61,True
20450,201692660,ABT,2026-07-14,15.01,True
20450,201692660,ABT,2026-07-21,13.66,True
